alt,altTemp(),getSAT()
78.9034340376966,287.508911132813,309.01885806866
78.9459901120281,287.508575439453,309.018519461333
78.9899144613883,287.508209228516,309.018150241101
79.0348311744165,287.507843017578,309.017780951164
79.0816174937645,287.507476806641,309.01741153122
79.1366095521953,287.507019042969,309.016949993312
79.1998178855283,287.506500244141,309.016426853129
79.2712349656504,287.505920410156,309.015842109847
79.3508640214568,287.505279541016,309.015195761729
79.4387015437242,287.504577636719,309.01448780733
79.5347505216487,287.503784179688,309.013687727001
79.6390078236582,287.5029296875,309.0128260365
79.7514769724803,287.502014160156,309.011902733374
79.8721532220952,287.501037597656,309.010917815567
80.0010404648492,287.5,309.00987128025
80.1381342713721,287.498870849609,309.008732607421
80.2834386744071,287.497711181641,309.007562829049
80.4369492065161,287.496459960938,309.006300907211
80.5986693124287,287.495147705078,309.004977355989
80.7685946901329,287.493774414063,309.003592172259
80.9467285345308,287.492309570313,309.002114834618
81.1330677384976,287.490783691406,309.000575857089
81.3276145481505,287.489227294922,308.999005753143
81.530365086277,287.487579345703,308.997343483777
81.7413225218188,287.485870361328,308.995619562052
81.960483983974,287.484069824219,308.993803466125
82.1878502379404,287.482238769531,308.991956226458
82.4234191869618,287.480316162109,308.990016803231
82.6671934343176,287.478332519531,308.988015708848
82.9191692196764,287.476287841797,308.98595293842
83.1793475155719,287.474182128906,308.983828486544
83.4477272649528,287.471984863281,308.981611830214
83.7243099734187,287.469757080078,308.979363998799
84.0090914710891,287.467437744141,308.977023951594
84.3020743038505,287.465057373047,308.97462219997
84.6032564583002,287.462615966797,308.972158737878
84.9126382328104,287.460083007813,308.969603041349
85.2302171473857,287.45751953125,308.967016139184
85.5559959801612,287.454864501953,308.964336989308
85.8899699383182,287.4521484375,308.961596102771
86.2321421003435,287.449371337891,308.958793472286
86.5825099344365,287.446533203125,308.955929090816
86.941073958762,287.443603515625,308.952972433343
87.3078322254587,287.440643310547,308.949984527598
87.6827853331342,287.437591552734,308.946904330636
88.0659296705853,287.434478759766,308.943762352397
88.4572698631091,287.431304931641,308.940558584442
88.8567986085545,287.428039550781,308.937262501495
89.2645212616771,287.424743652344,308.933935129873
89.6804337960202,287.421356201172,308.930515426132
90.1045382099692,287.417907714844,308.927033898923
90.53682917892,287.414398193359,308.924827642508
90.9773087309441,287.410827636719,308.921222439894
91.4259760346031,287.407165527344,308.917524869175
91.8828307250515,287.403472900391,308.913795956085
92.3478693736251,287.399688720703,308.909974656117
92.821097203996,287.395843505859,308.906091476639
93.3025054332102,287.391937255859,308.902146408396
93.7920979856281,287.387939453125,308.898108923361
94.2898726004642,287.383911132813,308.894040046574
94.7958308383822,287.379791259766,308.88987873228
95.3099646165501,287.375610351563,308.885655488081
95.8322839158354,287.371368408203,308.881370302346
96.3627772243926,287.367065429688,308.877023165052
96.9014524940867,287.362670898438,308.872583546811
97.4483003733912,287.358245849609,308.868112472249
98.0033281858778,287.353729248047,308.86354889411
98.5665244498523,287.349151611328,308.858923319294
99.1379000783199,287.344512939453,308.854235735055
99.7174462887924,287.339813232422,308.849486130154
100.30516354728,287.335021972656,308.844643974821
100.901055444265,287.330200195313,308.839770291576
101.505111066159,287.325286865234,308.834804033728
102.117336802883,287.3203125,308.829775705639
102.73773431778,287.315277099609,308.824685294337
103.366290101083,287.310150146484,308.819502270453
104.003014598391,287.304992675781,308.814287655059
104.647906146711,287.299743652344,308.80898039982
105.300955495797,287.29443359375,308.803611009662
105.962166438578,287.2890625,308.798179470589
106.631542302319,287.283630371094,308.792685768475
107.309073370183,287.278137207031,308.787129890225
107.994757978362,287.272552490234,308.781481304272
108.688608237193,287.266906738281,308.775770512746
109.39060777612,287.261199951172,308.769997502697
110.100762051879,287.255432128906,308.764162258972
110.819070597878,287.249603271484,308.758264766801
111.545531284763,287.243713378906,308.752305011413
112.280142447911,287.237731933594,308.74625246025
113.022896968061,287.231689453125,308.740137616283
113.773805555305,287.225616455078,308.73399098058
114.532854174264,287.219421386719,308.727720986156
115.300052599749,287.213195800781,308.721419168987
116.075385862612,287.206909179688,308.715054997034
116.858872259618,287.200531005859,308.708597934768
117.650492763612,287.194091796875,308.702078485401
118.450251227827,287.187622070313,308.695527149685
119.258146191714,287.181030273438,308.688852358435
120.074187636725,287.174407958984,308.682145646586
120.898350934614,287.167724609375,308.675376482185
121.730650733691,287.160949707031,308.668514329051
122.571086625918,287.154113769531,308.66158968755
123.419650498661,287.147247314453,308.655969921086
124.276344744489,287.140258789063,308.648889728644
125.141162304091,287.133239746094,308.641777513973
126.014100256492,287.126159667969,308.63460274193
126.895168582676,287.118988037109,308.627334875804
127.784354503267,287.111785888672,308.620034933937
128.68166653649,287.1044921875,308.61264186187
129.587090969435,287.097137451172,308.605186160176
130.500638716505,287.089691162109,308.597637291376
131.422305924352,287.082214355469,308.590056272208
132.352082205703,287.074645996094,308.582382049691
133.289968493395,287.067047119141,308.574675639728
134.235962513485,287.059356689453,308.566875988115
135.190072668833,287.051605224609,308.559013591985
136.152290029801,287.043792724609,308.55108843274
137.1226079443,287.035888671875,308.543069973803
138.101029739482,287.027954101563,308.535019230004
139.087554887636,287.019927978516,308.526875146152
140.08217592258,287.011871337891,308.518698738049
141.084899378126,287.003723144531,308.510428949346
142.095720586134,286.995483398438,308.502065760043
143.114642348373,286.987213134766,308.493670184228
144.141649083816,286.978881835938,308.485211685373
145.176751586027,286.970458984375,308.476659723544
146.219936261186,286.962005615234,308.468075314418
147.271208709572,286.953460693359,308.459397400816
148.330569339567,286.944854736328,308.450656478774
149.398012141581,286.936157226563,308.441822009844
150.473535656696,286.927429199219,308.432955007584
151.557154006558,286.918640136719,308.424024930632
152.648834569263,286.909759521484,308.415001243562
153.748601038358,286.900817871094,308.405914438613
154.856431180961,286.891815185547,308.396764496325
155.972335383995,286.882751464844,308.387551392783
157.096314699505,286.873626708984,308.378275105141
158.228356635431,286.864440917969,308.368935612239
159.368472631904,286.855163574219,308.359502371945
160.51663899445,286.845825195313,308.350005881942
161.672877551406,286.836456298828,308.340476633512
162.837164607598,286.826995849609,308.330853571345
164.009521990316,286.817474365234,308.321167186379
165.189926820109,286.807861328125,308.311386940509
166.378384936368,286.798217773438,308.301573844191
167.574900074629,286.788482666016,308.291666837694
168.779461844941,286.778717041016,308.281726933485
169.992068380583,286.768859863281,308.271693072357
171.212727151462,286.758941650391,308.261595746321
172.441420301795,286.748962402344,308.25143493338
173.67815903225,286.738922119141,308.241210607122
174.922934009111,286.728790283203,308.230892226444
176.175740445615,286.718627929688,308.220540802177
177.436588730779,286.708374023438,308.211431624321
178.70546660875,286.698059082031,308.200922471046
179.982374079409,286.687683105469,308.190349680703
181.267319663777,286.67724609375,308.179713226331
182.560281535378,286.666748046875,308.169013085542
183.861264480045,286.656188964844,308.158249231689
185.170270364964,286.645538330078,308.147391120843
186.48729732295,286.634826660156,308.136469244669
187.812328314641,286.624084472656,308.12551409714
189.145384114701,286.613250732422,308.114464613281
190.486442079651,286.602355957031,308.103351287708
191.835516331252,286.591400146484,308.092174091361
193.192596484325,286.580352783203,308.080902481452
194.557678803685,286.569274902344,308.06959746672
195.930767023936,286.55810546875,308.058197984202
197.311850756872,286.546905517578,308.046765043476
198.700931869913,286.535614013672,308.035237581619
200.098010365036,286.524261474609,308.023646088609
201.503073984524,286.512847900391,308.011990538818
202.916134985979,286.501373291016,308.000270902265
204.337182981079,286.489807128906,307.988456635154
205.766211316804,286.478210449219,307.97660874567
207.203226645244,286.466522216797,307.964666169208
208.648220447707,286.454803466797,307.952689914014
210.101194590912,286.442993164063,307.940618916047
211.562146155396,286.431121826172,307.928483664718
213.031063938979,286.419189453125,307.916284133239
214.507954596309,286.407196044922,307.904020291454
215.992812288227,286.395141601563,307.891692111346
217.485633280477,286.382995605469,307.879269046809
218.986417574342,286.370819091797,307.866812103651
220.49516435375,286.358551025391,307.85426021738
222.011861127219,286.346221923828,307.841643878319
223.536517468165,286.333831787109,307.828963054915
225.069122860674,286.321380615234,307.816217719292
226.609679654473,286.308868408203,307.803407840996
228.158180453349,286.296295166016,307.790533391321
229.714627691312,286.283660888672,307.777594339531
231.279013624997,286.270935058594,307.764560139169
232.851340728463,286.258178710938,307.751491794382
234.431601200602,286.245330810547,307.738328240911
236.019797262619,286.232421875,307.725099965115
237.615921113058,286.219451904297,307.711806937655
239.219975961256,286.206420898438,307.698449126852
240.831952298875,286.193328857422,307.685026503483
242.451854428975,286.18017578125,307.671539035384
244.079672851483,286.166931152344,307.657956175526
245.715411316487,286.153656005859,307.644338926753
247.359060426708,286.140289306641,307.630626224214
249.010624289978,286.126892089844,307.616879070419
250.67009276303,286.113403320313,307.603036400453
252.337470805389,286.099853515625,307.590463996005
254.012748284382,286.086242675781,307.576491210212
255.695928044152,286.072570800781,307.562453329621
257.387002941105,286.058837890625,307.548350323386
259.085974674555,286.045013427734,307.534151641036
260.792835235246,286.031158447266,307.519918286851
262.507587131113,286.017242431641,307.505619709934
264.23022150062,286.003234863281,307.491225361805
265.960742105031,285.989166259766,307.476765726195
267.69914023194,285.975067138672,307.46227128953
269.445416786708,285.960876464844,307.447680983212
271.199566253345,285.946624755859,307.433025292722
272.961588585284,285.932312011719,307.418304184597
274.731476966525,285.917907714844,307.403487109249
276.509233113495,285.903472900391,307.388635067723
278.294848878053,285.888977050781,307.373717510531
280.088326827972,285.874389648438,307.358703885549
281.889658422559,285.859771728516,307.343655195906
283.698846452171,285.845062255859,307.328510371608
285.515882286476,285.830322265625,307.313330415603
287.340767617337,285.815490722656,307.298054257928
289.17349559546,285.800598144531,307.282712383317
291.014066773467,285.78564453125,307.267304757012
292.862474362599,285.770629882813,307.251831345949
294.718719514436,285.755554199219,307.236292114993
296.582794451504,285.740386962891,307.22065651355
298.454701336799,285.725189208984,307.204985541159
300.3344314032,285.709930419922,307.189248647279
302.221987474826,285.694580078125,307.173415278322
304.117361375713,285.67919921875,307.157546436132
306.02055448899,285.663726806641,307.141581049688
307.931558980956,285.648193359375,307.125549602979
309.85037681181,285.632598876953,307.109452059767
311.777000492089,285.616973876953,307.093318903757
313.711431118893,285.601257324219,307.077089063561
315.653661001823,285.585479736328,307.06079302275
317.603692434262,285.569610595703,307.044400226976
319.561516126385,285.5537109375,307.027971677629
321.527135125827,285.537750244141,307.011476819943
323.500541418442,285.521728515625,306.994915619623
325.4817368316,285.505615234375,306.978257522011
327.470712323789,285.489471435547,306.961563528073
329.467470781878,285.473236083984,306.944772565069
331.472004170297,285.456970214844,306.927945633503
333.484314467176,285.440612792969,306.911021660674
335.504393236362,285.424194335938,306.894031129443
337.532242847607,285.40771484375,306.876974001942
339.567854798515,285.391174316406,306.859850243299
341.611230955808,285.374603271484,306.842690333159
343.662363891024,285.357940673828,306.82543320101
345.721254823846,285.341186523438,306.808078808901
347.78789624304,285.324401855469,306.792021516779
349.862290333142,285.307556152344,306.774564010032
351.944428088958,285.290649414063,306.757039651356
354.034312198171,285.273651123047,306.739417884383
356.131934682955,285.256622314453,306.721759708554
358.237297474174,285.239532470703,306.70403456752
360.350391837419,285.222351074219,306.686211908051
362.471220906475,285.205139160156,306.668352725967
364.599775612936,285.187835693359,306.6503959504
366.736058444716,285.170471191406,306.632372059589
368.880061035277,285.153045654297,306.614281017446
371.031785826781,285.135589599609,306.596153302026
373.191225035232,285.118041992188,306.577927841739
375.358379680081,285.100433349609,306.559635114892
377.533242792357,285.082763671875,306.541275084637
379.71581494424,285.065032958984,306.522847711654
