time,lat,lng
--- RK1, no drag, dt=5
0.299999999951979,-0.13774889461608,-66.4001061516929
0.599999999903957,-0.13772606347684,-66.4062283872154
0.899999999855936,-0.137722433129528,-66.4091042312421
1.19999999980791,-0.137711356165793,-66.4134718671946
1.49999999975989,-0.13769980377716,-66.4177984213568
1.79999999971187,-0.137680809515353,-66.4235941799394
2.09999999966385,-0.13766913425426,-66.4278366372141
2.39999999961583,-0.1376575629479,-66.432035038522
2.69999999956781,-0.137646106102821,-66.4361932269665
2.99999999951979,-0.137634794227313,-66.440308317851
3.29999999947177,-0.137623597948639,-66.4443877412267
3.59999999942374,-0.137612535347774,-66.4484283479263
3.89999999937572,-0.137601607523245,-66.4524306418083
4.1999999993277,-0.137590814298212,-66.4563947083936
4.49999999927968,-0.13758015383678,-66.4603212657826
4.79999999923166,-0.137569625154328,-66.464210207454
5.09999999918364,-0.137559227608446,-66.4680623754691
5.39999999913562,-0.137556942583182,-66.47022861723
5.69999999908759,-0.137546787420048,-66.4740110115448
5.99999999903957,-0.137536411376629,-66.477823516932
6.29999999899155,-0.137524785219301,-66.4818608452837
6.59999999894353,-0.137513306150192,-66.4858579104356
6.89999999889551,-0.137493973881085,-66.49146328865
7.19999999884749,-0.137482817425289,-66.4953736818912
7.49999999879947,-0.137471802985602,-66.4992449379286
7.79999999875145,-0.137460929430875,-66.5030773676381
8.09999999870342,-0.13745019481084,-66.5068711468709
8.3999999986554,-0.137439598431309,-66.5106268095976
8.69999999860738,-0.137429138205688,-66.5143447984693
8.99999999855936,-0.137418827806498,-66.5180219596238
9.29999999851134,-0.137408636150278,-66.5216653054168
9.59999999846332,-0.137398575687883,-66.5252718164183
9.8999999984153,-0.137388630622095,-66.528845035227
10.1999999983673,-0.137378830034177,-66.5323791227207
10.4999999983193,-0.137369156779376,-66.5358773057631
10.7999999982712,-0.137359625379414,-66.539336880324
11.0999999982232,-0.137350203672786,-66.5427644684205
11.3999999981752,-0.137340905481482,-66.5461573588641
11.6999999981272,-0.137330111404154,-66.5498218629856
11.9999999980791,-0.137319363059555,-66.5534661751478
12.2999999980311,-0.137308771998998,-66.557068706891
12.5999999979831,-0.137298322100533,-66.5606328448015
12.8999999979351,-0.137288012088932,-66.5641591089562
13.1999999978871,-0.137277840223228,-66.5676477466438
13.499999997839,-0.137267804875682,-66.5710990149772
13.799999997791,-0.137257904979227,-66.5745134899393
14.099999997743,-0.137248138921358,-66.5778912960327
14.399999997695,-0.137244933978935,-66.5799155179934
14.699999997647,-0.137235411407268,-66.5832253540039
14.9999999975989,-0.137226018329819,-66.5864996067244
15.2999999975509,-0.137210384207492,-66.591043081341
15.5999999975029,-0.137201266205215,-66.5942428901994
15.8999999974549,-0.137192273509585,-66.5974079946896
16.1999999974068,-0.137183404773878,-66.6005387372578
16.4999999973588,-0.13717465912937,-66.6036354951728
16.7999999973108,-0.137166034509809,-66.6066987887826
17.079999997266,-0.137156376585944,-66.6099462980098
17.3599999972212,-0.137146980984178,-66.6130394093427
17.6399999971763,-0.137137707708552,-66.6160999163809
17.9199999971315,-0.137128555609063,-66.6191278526118
18.1999999970867,-0.137125701520201,-66.6208618401406
18.4799999970419,-0.137116771333337,-66.6238294473641
18.7599999969971,-0.137107958736342,-66.626765651773
19.0399999969522,-0.137093134005013,-66.6309215152224
19.3199999969074,-0.137084569765524,-66.6337915696777
19.5999999968626,-0.137076119045193,-66.6366309771346
19.8799999968178,-0.137067782040758,-66.6394397954325
20.159999996773,-0.137059556164042,-66.6422183637638
20.4399999967281,-0.137051441527884,-66.6449669167717
20.7199999966833,-0.1370434362323,-66.6476858934044
20.9999999966385,-0.137035539540289,-66.6503752543268
21.2799999965937,-0.137027750136865,-66.6530353617101
21.5599999965489,-0.137020066927329,-66.6556666537273
21.839999996504,-0.13701248893191,-66.6582691478358
22.1199999964592,-0.137005015197685,-66.6608432302697
22.3999999964144,-0.13699731295658,-66.6634516621521
22.6799999963696,-0.136988475319631,-66.6662649820438
22.9599999963248,-0.136979758448136,-66.6690466631554
23.2399999962799,-0.13697712668936,-66.6705826206036
23.5199999962351,-0.13696268268095,-66.6745154276142
23.7999999961903,-0.136954321504058,-66.6772032820374
24.0799999961455,-0.136946075641688,-66.679860375685
24.3599999961007,-0.136937945247221,-66.6824869777142
24.6399999960558,-0.136929928351046,-66.6850832635449
24.919999996011,-0.136922024515448,-66.687649850234
25.1999999959662,-0.136914231886517,-66.69018671561
25.4799999959214,-0.136906549776638,-66.6926940505155
25.7599999958766,-0.136898976630822,-66.6951722501487
26.0399999958317,-0.136891511791266,-66.6976215637911
26.3199999957869,-0.136884154572903,-66.7000422011382
26.5999999957421,-0.136876902730974,-66.7024345897192
26.8799999956973,-0.136869756085012,-66.7047985465059
27.1599999956525,-0.136862713486172,-66.7071348386581
27.4399999956077,-0.136855773503467,-66.7094432975317
27.7199999955628,-0.136848935308089,-66.7117244519276
27.999999995518,-0.136841027290779,-66.7141986040049
28.2799999954732,-0.136838046897196,-66.7156602158656
28.5599999954284,-0.136824732785116,-66.719212077621
28.8399999953836,-0.136816778163448,-66.7216695642859
29.1199999953387,-0.136808939444101,-66.7240969258751
29.3999999952939,-0.136801215088025,-66.7264944040306
29.6799999952491,-0.136793637081573,-66.7288556402005
29.9599999952043,-0.136786138790875,-66.7311939237164
30.2399999951595,-0.136778751892165,-66.7335033100622
30.5199999951146,-0.136771475303683,-66.7357836887686
30.7999999950698,-0.136764307792306,-66.7380352930055
31.079999995025,-0.136757248598147,-66.7402586243043
31.3599999949802,-0.136750295924363,-66.7424538862738
31.6399999949354,-0.136743449075664,-66.7446211628615
31.9199999948905,-0.136736707355201,-66.7467608720948
32.1999999948457,-0.136730069100952,-66.7488731025562
32.4799999948009,-0.136723533613221,-66.7509581715922
32.7599999947561,-0.136717068305774,-66.7530226041929
33.0399999947113,-0.136710734875134,-66.7550541151438
33.2999999946696,-0.136703975204001,-66.7571579793095
33.559999994628,-0.136696830305479,-66.7592676927181
33.8199999945864,-0.136689786450913,-66.7613515007391
34.0799999945448,-0.136682842501095,-66.763409684261
34.3399999945032,-0.13667599754068,-66.7654425526278
34.5999999944615,-0.136669250664796,-66.7674502237979
34.8599999944199,-0.136662600806616,-66.7694327471609
35.1199999943783,-0.136656047955994,-66.7713904592477
35.3799999943367,-0.136649589783565,-66.7733236556675
35.6399999942951,-0.136643226239914,-66.7752324859311
35.8999999942534,-0.136636956891628,-66.7771170332956
36.1599999942118,-0.136630780076164,-66.7789777039518
36.4199999941702,-0.136624695157996,-66.7808143843631
36.6799999941286,-0.136618701310987,-66.7826275409272
36.939999994087,-0.136612797716762,-66.7844172743878
37.1999999940454,-0.136606983525605,-66.78618382004
37.4599999940037,-0.136601257849571,-66.7879272541136
37.7199999939621,-0.136595620042897,-66.7896477751631
37.9799999939205,-0.136590068490092,-66.7913458093017
38.2399999938789,-0.136584603602296,-66.7930213119277
38.4999999938373,-0.136579224209123,-66.794674606876
38.7599999937956,-0.136573183931117,-66.7964455205815
39.019999993754,-0.136566534133793,-66.7983246273152
39.2799999937124,-0.136559983760524,-66.8001786261982
39.5399999936708,-0.136553531422144,-66.8020077418371
39.7999999936292,-0.136547176924558,-66.8038121917901
40.0599999935876,-0.136540918958559,-66.8055920870911
40.3199999935459,-0.13653475704226,-66.8073477777724
40.5799999935043,-0.136528689758768,-66.8090793141097
40.8399999934627,-0.136522716544933,-66.8107869484274
41.0999999934211,-0.136516836277626,-66.8124708733044
41.3599999933795,-0.136511048616999,-66.8141314817074
41.6199999933378,-0.136505352105358,-66.8157686307583
41.8799999932962,-0.136499746680713,-66.8173826873619
42.1399999932546,-0.136494207777243,-66.8189782420131
42.399999993213,-0.136488780865643,-66.8205466534759
42.6599999931714,-0.13648344171823,-66.8220924482622
42.9199999931298,-0.13647819010212,-66.8236159738178
43.1799999930881,-0.136478177135803,-66.8240784258618
43.4399999930465,-0.136467944931096,-66.8265965331871
43.6999999930049,-0.136462949775017,-66.828053971286
43.9599999929633,-0.136458038842028,-66.8294898973659
44.1999999929249,-0.1364521704588,-66.8310995632914
44.4399999928864,-0.136446464992887,-66.8326342529712
44.679999992848,-0.136440842812678,-66.8341481714807
44.9199999928096,-0.136435303655072,-66.8356414453875
45.1599999927712,-0.136429846839774,-66.837114156551
45.3999999927328,-0.136424471348673,-66.8385666649018
45.6399999926944,-0.136419176569624,-66.8399988234628
45.8799999926559,-0.136413961879817,-66.8414110823072
46.1199999926175,-0.136408826426588,-66.8428033499297
46.3599999925791,-0.136403769879908,-66.8441760250757
46.5999999925407,-0.136398790882085,-66.8455291057632
46.8399999925023,-0.136393889794139,-66.846862741324
47.0799999924639,-0.1363890649343,-66.8481770997981
47.3199999924254,-0.136384316424199,-66.8494722298373
47.559999992387,-0.136379643286825,-66.850748570326
47.7999999923486,-0.136375044830029,-66.8520059745953
48.0399999923102,-0.136370520302574,-66.8532447480371
48.2799999922718,-0.136366069669199,-66.8544649420162
48.5199999922334,-0.136361690931472,-66.8556667032857
48.7599999921949,-0.136357385117277,-66.8568502333996
48.9999999921565,-0.136353150935537,-66.8580155945333
49.2399999921181,-0.136348987309106,-66.8591631020374
49.4799999920797,-0.136344479993595,-66.8603704372884
49.7199999920413,-0.136339130047138,-66.8617311610779
49.9599999920028,-0.136333862931845,-66.8630715248027
50.1999999919644,-0.136328677825886,-66.8643916850118
50.439999991926,-0.136323574375315,-66.8656918577705
50.6799999918876,-0.136318551875415,-66.8669720630074
50.9199999918492,-0.136313609406708,-66.868232630174
51.1599999918108,-0.136308746646726,-66.8694734561809
51.3999999917723,-0.136303962593813,-66.8706950293244
51.6399999917339,-0.136299261189699,-66.8718962086422
51.8799999916955,-0.13629463272706,-66.8730792781723
52.1199999916571,-0.136290081231341,-66.8742433163494
52.3599999916187,-0.136285605339457,-66.8753886261691
52.5999999915803,-0.13628120523858,-66.8765149939686
52.8399999915418,-0.136276880199972,-66.8776229401422
53.0799999915034,-0.136272629178536,-66.8787124759801
53.319999991465,-0.136268451742226,-66.8797837880286
53.5599999914266,-0.136264347297576,-66.8808369270298
53.7999999913882,-0.136260314838939,-66.8818720409215
54.0399999913498,-0.13625635442502,-66.8828892818251
54.2799999913113,-0.136252461037161,-66.8838896810964
54.5199999912729,-0.136248641931991,-66.8848716793653
54.7599999912345,-0.1362448927056,-66.8858362598936
54.9999999911961,-0.136240021818339,-66.8870069843767
55.2399999911577,-0.136235093309695,-66.8881841290299
55.4799999911193,-0.1362302467439,-66.8893414246325
55.7199999910808,-0.136225481258123,-66.8904790449629
55.9599999910424,-0.136220795844447,-66.891597171873
56.199999991004,-0.1362161941321,-66.8926953410116
56.4399999909656,-0.136211667437232,-66.8937750443592
56.6799999909272,-0.136207218738272,-66.8948356488158
56.9199999908888,-0.136202848066154,-66.8958774465736
57.1599999908503,-0.136198554076196,-66.8969005261075
57.3999999908119,-0.136194336750062,-66.8979049338963
57.6399999907735,-0.136190194857943,-66.8988909105086
57.8799999907351,-0.136186128061202,-66.8998586001753
58.1199999906967,-0.136182135531389,-66.9008081653958
58.3599999906583,-0.136178216712464,-66.9017396913887
58.5999999906198,-0.136174371292288,-66.902653312666
58.8399999905814,-0.13617059833213,-66.9035491950007
59.079999990543,-0.136166896980928,-66.9044274844691
59.3199999905046,-0.136163266914421,-66.905288304975
59.5599999904662,-0.136159707541963,-66.9061317730718
59.7999999904278,-0.136156218224148,-66.9069581109525
60.0399999903893,-0.136152798272293,-66.9077673633199
60.2599999903541,-0.136148735302039,-66.9086933458051
60.4799999903189,-0.136144511572147,-66.9096322584327
60.6999999902837,-0.136140356491322,-66.9105548715191
60.9199999902485,-0.136136269016965,-66.9114613117943
61.1399999902133,-0.136132248558807,-66.9123517470123
61.359999990178,-0.136128295059269,-66.9132261346574
61.5799999901428,-0.136124407732853,-66.9140847771873
61.7999999901076,-0.136120586103418,-66.9149276557428
62.0199999900724,-0.136116829462143,-66.9157549125339
62.2399999900372,-0.136113137571649,-66.9165666609029
62.459999990002,-0.136109509878333,-66.9173630529629
62.6799999899667,-0.136105946111401,-66.9181441096966
62.8999999899315,-0.136102445209992,-66.9189100631119
63.1199999898963,-0.136099006908108,-66.9196609004318
63.3399999898611,-0.136095630854024,-66.9203967644486
63.5599999898259,-0.136092316699567,-66.9211178658487
63.7799999897907,-0.13608906352619,-66.9218241814406
63.9999999897555,-0.136085871367073,-66.9225158582631
64.2199999897202,-0.136082739333361,-66.9231930144219
64.439999989685,-0.136079667142139,-66.9238557642775
64.6599999896498,-0.136076653796649,-66.9245041857273
64.8799999896146,-0.136073699747415,-66.9251383745264
65.0999999895794,-0.1360708040477,-66.9257584581245
65.3199999895442,-0.136067966087647,-66.9263645914902
65.5399999895089,-0.136064885284067,-66.9270131422252
65.7599999894737,-0.136060946520858,-66.9278198001481
65.9799999894385,-0.136057075812015,-66.9286105256848
66.1999999894033,-0.136053272407186,-66.92938535281
66.4199999893681,-0.136049535989656,-66.9301444433974
66.6399999893329,-0.136045865855742,-66.9308878877766
66.8599999892976,-0.136042261560096,-66.9316158232103
67.0799999892624,-0.136038722417889,-66.9323283262182
67.2999999892272,-0.136035248162332,-66.9330255005379
67.519999989192,-0.136031838347717,-66.9337075242247
67.7399999891568,-0.136028492334587,-66.9343744612215
67.9599999891216,-0.136025209569417,-66.9350263972701
68.1799999890864,-0.136021989530512,-66.9356634869066
68.3999999890511,-0.136018832290411,-66.9362858269349
68.6199999890159,-0.136015736419597,-66.9368935051415
68.8399999889807,-0.136012702164628,-66.9374866582115
69.0599999889455,-0.136009729096664,-66.9380653580052
69.2799999889103,-0.136006815809673,-66.9386297184449
69.4999999888751,-0.136003962962227,-66.9391797714484
69.7199999888398,-0.136001169493504,-66.9397158244559
69.9399999888046,-0.135998434841479,-66.9402377578948
70.1599999887694,-0.135995758757738,-66.9407457960245
70.3799999887342,-0.135993140990025,-66.9412400164786
70.599999988699,-0.135990580630009,-66.9417205419173
